asset_id,title,description,keywords,library,category,subcategory,status,upload_by,upload_date,last_updated_by,last_update_date,admin_notes,bit_rate,dload_file_type,dload_resolution,dload_size
2861&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple with devices watching TV at home,Man and Woman in living room watching TV.,"Smartphone, Laptop, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,62.4mb
2862&libid=1&pageindex=48&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man with tablet on balcony of home,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Tami,5/12/2015,,,JPEG,300 dpi,54.1mb
2866&libid=1&pageindex=38&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Family with tablet in kitchen,Mom and son in kitchen.,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,51.5mb
2867&libid=1&pageindex=103&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Young man using his mobile device outside a store,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,13.5mb
2868&libid=1&pageindex=96&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman holding mobile phone outside,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.3mb
2869&libid=1&pageindex=44&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man holding a mobile phone looking out a window,,"Device, Photography, Smartphone",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,35.8mb
2871&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using mobile phone outside office building,,"Smartphone, Device, Office, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,46.7mb
2872&libid=1&pageindex=41&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Hiker using mobile phone in the woods,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,64.8mb
2873&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using tablet on a couch in an older home,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,55.8mb
2874&libid=1&pageindex=49&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Mountain biker using camera on helmet in the woods,,"Camera, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,80mb
2875&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using laptop in her kitchen,,"Laptop, Device, PC, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,36.2mb
2876&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using his tablet outside his house,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,70.8mb
2877&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using a tablet on the doorstep of his house,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,66.1mb
2878&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Businessman using tablet outside,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,14.4mb
2879&libid=1&pageindex=103&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Young man talking on mobile device in a truck,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,14.3mb
2880&libid=1&pageindex=29&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Businessman using tablet in the city,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,34.8mb
2881&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman jogging,,Photography,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Katrina,12/4/2015,,,JPEG,300 dpi,54.3mb
2883&libid=1&pageindex=96&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman holding a mobile device looking out over the,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Katrina,12/4/2015,,,JPEG,300 dpi,40.6mb
2885&libid=1&pageindex=35&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Couple using mobile device in the woods,,"Device, Smartphone, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,76.5mb
2886&libid=1&pageindex=31&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Cityscape,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Brittany,10/6/2014,,,JPEG,300 dpi,9.7mb
2887&libid=1&pageindex=31&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Cityscape panorama,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Brittany,10/6/2014,,,JPEG,300 dpi,17.5mb
2888&libid=1&pageindex=31&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,City buildings,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Brittany,10/6/2014,,,JPEG,300 dpi,23.3mb
2889&libid=1&pageindex=31&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,City buildings with sun shining through,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Brittany,10/6/2014,,,JPEG,300 dpi,23.6mb
2890&libid=1&pageindex=31&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,City buildings,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Brittany,10/6/2014,,,JPEG,300 dpi,26mb
2891&libid=1&pageindex=57&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,New York at sunset,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,19.6mb
2892&libid=1&pageindex=57&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,New York cityscape aerial view,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,11.8mb
2893&libid=1&pageindex=57&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,New York skyline from over the water,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,111.1mb
2894&libid=1&pageindex=57&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,New York cityscape,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,27.9mb
2895&libid=1&pageindex=31&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,City buildings at night,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Brittany,10/6/2014,,,JPEG,300 dpi,69.4mb
2896&libid=1&pageindex=90&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Seattle cityscape with roads,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,65.3mb
2898&libid=1&pageindex=57&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,New York skyline,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,67mb
2900&libid=1&pageindex=90&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Seattle cityscape,,"Environmental, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,88.9mb
2902&libid=1&pageindex=57&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,New York cityscape,Aerial view of New York City,"Photography, Environmental",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,30.5mb
2903&libid=1&pageindex=45&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man outside in the woods using smartphone,,,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,16.1mb
2904&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman outside in the woods using tablet sitting on,,"Environmental, Technology, Tablet",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,14.1mb
2905&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman sitting on table looking at nature holding t,,"Environmental, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,15mb
2906&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman standing next to glass of building holding s,,"Gradient, Smartphone, Violet",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,10.1mb
2908&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man standing outside using tablet,,,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,12.1mb
2909&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man walking out of building using tablet,,"Color, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,13.6mb
2911&libid=1&pageindex=48&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man walking outside building holding tablet,,"Environmental, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.2mb
2912&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man smiling while looking at tablet outside,,,Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,10.1mb
2913&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man showing woman tablet and smiling,,"Communication, Environmental, Tablet",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,12mb
2914&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using laptop inside on table,,"Connect, Device, Laptop, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,8.7mb
2915&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man sitting on beach chair using smartphone,,"Environmental, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.3mb
2916&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man sitting on beach chair holding smartphone,,"Environmental, Smartphone",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.9mb
2917&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using smartphone inside car,,"Connect, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,9.6mb
2918&libid=1&pageindex=43&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Little boy listening to music using tablet in car,,"Capabilities, Communication, Drive, Tablet, Technology",Qualcomm,Photography,Products/Technologies,,,Alex BenBassat,12/23/2013,Elysia,11/11/2014,,,JPEG,300 dpi,9.3mb
2919&libid=1&pageindex=30&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Car interior with monitors in head rests,,"Technology, Photography",Qualcomm,Photography,Environmental,,,Alex BenBassat,12/23/2013,Brittany,10/6/2014,,,JPEG,300 dpi,10.3mb
2920&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman standing against red car outside house using,,"Environmental, Smartphone",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.3mb
2921&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman standing in kitchen using smartphone,,"Contemporary, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,16.1mb
2922&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman laying on lounge chair outside with tablet l,,"Environmental, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,7mb
2923&libid=1&pageindex=104&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Young woman using tablet inside kitchen,,"Contemporary, Technology, Tablet",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,8mb
2924&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman wearing hat on beach using tablet,,"Environmental, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,7.5mb
2925&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman showing man smartphone in grocery store,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,12.5mb
2926&libid=1&pageindex=48&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man walking outside with tablet,,"Communication, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,12.2mb
2927&libid=1&pageindex=45&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man outside using tablet,,"Technology, Tablet, Environmental",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,8.1mb
2928&libid=1&pageindex=32&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Construction worker using tablet,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/12/2015,,,JPEG,300 dpi,6.6mb
2929&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man standing in front of house holding smartphone,,"Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,7.3mb
2930&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man Standing in front of house using tablet,,"Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,3.6mb
2931&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman standing in kitchen holding tablet,,"Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,4.4mb
2932&libid=1&pageindex=96&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman in kitchen holding tablet,,"Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,4.6mb
2933&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman in red using tablet in kitchen,,"Tablet, Technology, Color",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.7mb
2934&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using mobile phone at home,,"Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,8.7mb
2935&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman using phone on balcony of house,,"Smartphone, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,9.8mb
2936&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman on balcony with smartphone,,"Smartphone, Open, Positive, Environmental, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,7.2mb
2937&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman sitting in chair with tablet,,"Technology, Environmental, Tablet",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,8.3mb
2938&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man using tablet on deck of house,,"Tablet, Device, Photography",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/23/2013,Brittany,3/25/2015,,,JPEG,300 dpi,5.6mb
2939&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man standing in woods holding smartphone looking f,,"Breakthrough, Communication, Ecosystem, Environmental, Exploration, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,17mb
2940&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman leaning against wall looking at tablet,,"Imagery, Office, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,9.5mb
2941&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man standing outside office building using tablet,,"Color, Contemporary, Glass, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,15.8mb
2942&libid=1&pageindex=45&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man looking down at tablet outside building,,"Glass, Modern, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/12/2015,,,JPEG,300 dpi,14.7mb
2943&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man showing woman tablet walking down the street,,"Advance, Imagery, Relationship, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.5mb
2944&libid=1&pageindex=45&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man hugging woman on beach holding smartphone,,"Blue, Depth, Environmental, Imagery, Relationship, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/12/2015,,,JPEG,300 dpi,7.3mb
2945&libid=1&pageindex=96&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman holding smartphone standing next to car,,"Connect, Modern, Pairing, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,9mb
2946&libid=1&pageindex=93&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Two boys sitting next to eachother indoors using s,,"Connect, Family, Pair, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,10mb
2948&libid=1&pageindex=99&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman wearing orange standing in kitchen using sma,,"Gradient, Imagery, Purple, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,9.1mb
2949&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man standing against glass balcony holding tablet,,"Contemporary, Glass, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,7.2mb
2950&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman standing in large kitchen holding tablet and,,"Minimum, Modern, Space, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,7.8mb
2951&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman sitting in lounge chair using smartphone on,,"Environmental, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,9.9mb
2952&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man standing on sidewalk holding tablet,,"Imagery, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.1mb
2953&libid=1&pageindex=47&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man walking on sidewalk holding tablet and looking,,"Ahead, Depth, Imagery, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,11.7mb
2954&libid=1&pageindex=44&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Male construction worker using tablet and holding,,"Construct, Create, Drawing, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/12/2015,,,JPEG,300 dpi,9.3mb
2955&libid=1&pageindex=44&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man and Woman sitting together holding tablet,,"Collaborative, Depth, Pair, Tablet, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/12/2015,,,JPEG,300 dpi,14.3mb
2956&libid=1&pageindex=97&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman laying on couch holding smartphone and paper,,"Digital, Point, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,8.8mb
2957&libid=1&pageindex=98&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Woman standing on baclony outside holding smartpho,,"Color, Environmental, Imagery, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,8.6mb
2958&libid=1&pageindex=46&keyword=&catid=0&subcatid=0&fid=6442450943&statusid=-1&bizunitid=0&sortby=1&item=15,Man sitting down on the beach using smartphone,,"Environmental, Smartphone, Technology",Qualcomm,Photography,Brand Photography,,,Alex BenBassat,12/26/2013,Brittany,3/25/2015,,,JPEG,300 dpi,6.3mb
